ID;Ligand;R_NBO_min;R_NBO_max;R_NBO_avg;RBack_NBO_min;RBack_NBO_max;RBack_NBO_avg;P_NMR_min;P_NMR_max;P_NMR_avg;aniso_P_NMR_min;aniso_P_NMR_max;aniso_P_NMR_avg;P_NBO_min;P_NBO_max;P_NBO_avg;Cl_NBO_min;Cl_NBO_max;Cl_NBO_avg;P_Pd_bond_occ_min;P_Pd_bond_occ_max;P_Pd_bond_occ_avg;P_Pd_bond_eng_min;P_Pd_bond_eng_max;P_Pd_bond_eng_avg;P_Pd_antibond_occ_min;P_Pd_antibond_occ_max;P_Pd_antibond_occ_avg;P_Pd_antibond_eng_min;P_Pd_antibond_eng_max;P_Pd_antibond_eng_avg;P_R_bond_occ_min;P_R_bond_occ_max;P_R_bond_occ_avg;P_R_bond_eng_min;P_R_bond_eng_max;P_R_bond_eng_avg;P_R_antibond_occ_min;P_R_antibond_occ_max;P_R_antibond_occ_avg;P_R_antibond_eng_min;P_R_antibond_eng_max;P_R_antibond_eng_avg;P_RBack_bond_occ_min;P_RBack_bond_occ_max;P_RBack_bond_occ_avg;P_RBack_bond_eng_min;P_RBack_bond_eng_max;P_RBack_bond_eng_avg;P_RBack_antibond_occ_min;P_RBack_antibond_occ_max;P_RBack_antibond_occ_avg;P_RBack_antibond_eng_min;P_RBack_antibond_eng_max;P_RBack_antibond_eng_avg;P_R_distance_min;P_R_distance_max;P_R_distance_avg;P1_RBack1/P2_RBack2_distance_min;P1_RBack1/P2_RBack2_distance_max;P1_RBack1/P2_RBack2_distance_avg;Cl-Pd_distance_min;Cl-Pd_distance_max;Cl-Pd_distance_avg;P-Pd_distance_min;P-Pd_distance_max;P-Pd_distance_avg;X_Angle_Sum_min;X_Angle_Sum_max;X_Angle_Sum_avg;angle_Pd_P1_RBack1/Pd_P2_RBack2_min;angle_Pd_P1_RBack1/Pd_P2_RBack2_max;angle_Pd_P1_RBack1/Pd_P2_RBack2_avg;angle_RPPd_min;angle_RPPd_max;angle_RPPd_avg;angle_R1_P1_R2/R3_P2_R4_min;angle_R1_P1_R2/R3_P2_R4_max;angle_R1_P1_R2/R3_P2_R4_avg;angle_RPRBack_min;angle_RPRBack_max;angle_RPRBack_avg;NoPd_R_NBO_min;NoPd_R_NBO_max;NoPd_R_NBO_avg;NoPd_Rback_NBO_min;NoPd_Rback_NBO_max;NoPd_Rback_NBO_avg;NoPd_P_NMR_min;NoPd_P_NMR_max;NoPd_P_NMR_avg;NoPd_aniso_P_NMR_min;NoPd_aniso_P_NMR_max;NoPd_aniso_P_NMR_avg;NoPd_P_NBO_min;NoPd_P_NBO_max;NoPd_P_NBO_avg;NoPd_P_LP_occ_min;NoPd_P_LP_occ_max;NoPd_P_LP_occ_avg;NoPd_P_LP_eng_min;NoPd_P_LP_eng_max;NoPd_P_LP_eng_avg;NoPd_P_R_bond_occ_min;NoPd_P_R_bond_occ_max;NoPd_P_R_bond_occ_avg;NoPd_P_R_bond_eng_min;NoPd_P_R_bond_eng_max;NoPd_P_R_bond_eng_avg;NoPd_P_R_antibond_occ_min;NoPd_P_R_antibond_occ_max;NoPd_P_R_antibond_occ_avg;NoPd_P_R_antibond_eng_min;NoPd_P_R_antibond_eng_max;NoPd_P_R_antibond_eng_avg;NoPd_P_RBack_bond_occ_min;NoPd_P_RBack_bond_occ_max;NoPd_P_RBack_bond_occ_avg;NoPd_P_RBack_bond_eng_min;NoPd_P_RBack_bond_eng_max;NoPd_P_RBack_bond_eng_avg;NoPd_P_RBack_antibond_occ_min;NoPd_P_RBack_antibond_occ_max;NoPd_P_RBack_antibond_occ_avg;NoPd_P_RBack_antibond_eng_min;NoPd_P_RBack_antibond_eng_max;NoPd_P_RBack_antibond_eng_avg;NoPd_LP_P_s_min;NoPd_LP_P_s_max;NoPd_LP_P_s_avg;quadrants_3.0_Ang_min;quadrants_3.0_Ang_max;quadrants_3.0_Ang_avg;quadrants_4.0_Ang_min;quadrants_4.0_Ang_max;quadrants_4.0_Ang_avg;quadrants_5.0_Ang_min;quadrants_5.0_Ang_max;quadrants_5.0_Ang_avg;quadrants_6.0_Ang_min;quadrants_6.0_Ang_max;quadrants_6.0_Ang_avg;quadrants_7.0_Ang_min;quadrants_7.0_Ang_max;quadrants_7.0_Ang_avg;octants_3.0_Ang_min;octants_3.0_Ang_max;octants_3.0_Ang_avg;octants_4.0_Ang_min;octants_4.0_Ang_max;octants_4.0_Ang_avg;octants_5.0_Ang_min;octants_5.0_Ang_max;octants_5.0_Ang_avg;octants_6.0_Ang_min;octants_6.0_Ang_max;octants_6.0_Ang_avg;octants_7.0_Ang_min;octants_7.0_Ang_max;octants_7.0_Ang_avg;Homo;Lumo;dipole;Pd_NBO;Pd_LP_1_occ;Pd_LP_1_eng;Pd_LP_2_occ;Pd_LP_2_eng;Pd_LP_3_occ;Pd_LP_3_eng;Pd_LP_4_occ;Pd_LP_4_eng;bite_angle;NoPd_Homo;NoPd_Lumo;NoPd_dipole;pol;Vbur%_3.0_Ang;Vbur%_4.0_Ang;Vbur%_5.0_Ang;Vbur%_6.0_Ang;Vbur%_7.0_Ang
151;RR-Chiraphos;-0.37725;-0.37114;-0.3741975;-0.50423;-0.50423;-0.50423;193.7924;193.8004;193.7964;201.9229;201.9585;201.9407;1.20888;1.20889;1.208885;-0.43577;-0.43577;-0.43577;1.77005;1.77005;1.77005;-0.43717;-0.43717;-0.43717;0.17761;0.17761;0.17761;0.63327;0.63329;0.63328;1.95733;1.95841;1.9578725;-0.62005;-0.61938;-0.619715;0.06936;0.07432;0.07184;0.20062;0.20445;0.2025375;1.94709;1.94709;1.94709;-0.5719;-0.5719;-0.5719;0.09239;0.09239;0.09239;0.15101;0.15101;0.15101;1.830288235;1.835811645;1.833050098;1.893231865;1.893234414;1.89323314;2.385461226;2.385463418;2.385462322;2.271044259;2.271049014;2.271046636;317.9218451;317.9224892;317.9221672;106.6926656;106.6944169;106.6935412;115.1227957;116.251861;115.6876084;106.3498876;106.3503693;106.3501284;104.9454021;106.6260738;105.7860194;-0.33345;-0.33281;-0.3331325;-0.47829;-0.47828;-0.478285;311.3205;311.3209;311.3207;44.4067;44.4404;44.42355;0.79901;0.79903;0.79902;1.89777;1.89779;1.89778;-0.3232;-0.3232;-0.3232;1.95402;1.95939;1.956705;-0.56293;-0.56128;-0.562105;0.03674;0.0448;0.04077;0.23965;0.2434;0.241525;1.94821;1.94821;1.94821;-0.51444;-0.51444;-0.51444;0.05593;0.05593;0.05593;0.19012;0.19012;0.19012;43.58;43.58;43.58;56.35801549;57.64302741;56.99959029;56.00211036;57.32108497;56.66159767;50.50849863;52.03557125;51.27242913;43.32804209;44.11220464;43.72000998;33.54320489;33.83837234;33.69093093;22.87693683;23.29410012;23.08365614;21.63428713;22.1184284;21.88023711;15.81312478;16.71186654;16.26367822;12.05859676;13.47997642;12.76883305;8.484427569;9.815954413;9.149194765;-0.2366;-0.06586;11.3568;-0.2151;1.988;-0.29278;1.9728;-0.29883;1.95856;-0.32143;1.95003;-0.29634;87.96145607;-0.18413;-0.0321;1.7237;411.82;56.99959029;56.66159767;51.27242913;43.72000998;33.69093093
153;RRR_Me_Kephos;-0.50872;-0.36331;-0.4322425;-0.36565;-0.35524;-0.360445;198.6046;229.7677;214.18615;100.6043;133.4783;117.0413;1.22111;1.23841;1.22976;-0.46133;-0.45428;-0.457805;1.85514;1.85824;1.85669;-0.42593;-0.42389;-0.42491;0.33923;0.33981;0.33952;0.4898;0.51734;0.50357;1.95085;1.95675;1.954205;-0.62073;-0.56544;-0.5927375;0.07493;0.08132;0.0789925;0.15912;0.20475;0.1833;1.94996;1.95324;1.9516;-0.6326;-0.63195;-0.632275;0.07341;0.07923;0.07632;0.21019;0.21332;0.211755;1.827739119;1.877975345;1.852712008;1.819992799;1.820427556;1.820210177;2.392843623;2.401158088;2.397000855;2.263038983;2.266968357;2.26500367;310.2485177;316.4983327;313.3734252;106.6395349;106.7934799;106.7165074;111.8227334;124.4109698;117.7683917;95.92237463;105.2530396;100.5877071;104.9926012;107.2194289;106.392859;-0.48849;-0.32662;-0.4058275;-0.33161;-0.32603;-0.32882;300.7383;322.3906;311.56445;50.4919;79.9413;65.2166;0.80931;0.87279;0.84105;1.8696;1.91228;1.89094;-0.33117;-0.31628;-0.323725;1.94955;1.95981;1.9536175;-0.56337;-0.50594;-0.5333975;0.04467;0.05068;0.0471475;0.21005;0.24441;0.227075;1.94929;1.95566;1.952475;-0.58103;-0.57642;-0.578725;0.04024;0.04419;0.042215;0.2435;0.24385;0.243675;41.56;45.73;43.645;47.32568534;57.39719905;52.14168653;48.33964372;59.55092794;54.84063683;45.38882407;57.27744316;52.08523856;38.53553449;51.84044628;45.61159236;26.72532064;43.84987163;35.24867217;8.37306317;21.99791418;15.64176103;7.870399106;22.58394885;17.86512321;5.988458264;19.65090978;14.59430482;3.875005669;13.80742891;10.55988934;2.434775678;10.32203708;7.366235348;-0.23529;-0.06899;12.2442;-0.14502;1.98725;-0.28917;1.9719;-0.29602;1.96004;-0.31004;1.94715;-0.30152;88.73673968;-0.18391;-0.02984;2.0011;417.13;52.14168653;54.84063683;52.08523856;45.61159236;35.24867217
155;S_BINAP;-0.37935;-0.35076;-0.365055;-0.33014;-0.33013;-0.330135;237.4807;237.481;237.48085;123.9787;123.9792;123.97895;1.20627;1.20627;1.20627;-0.41678;-0.41678;-0.41678;1.86009;1.86009;1.86009;-0.42741;-0.4274;-0.427405;0.34548;0.34549;0.345485;0.49264;0.49264;0.49264;1.95463;1.95707;1.95585;-0.61781;-0.60826;-0.613035;0.06661;0.07046;0.068535;0.20878;0.21387;0.2113275;1.94827;1.94829;1.94828;-0.59815;-0.59815;-0.59815;0.08137;0.08138;0.081375;0.19514;0.19515;0.195145;1.826278545;1.837992203;1.832135246;1.857758492;1.857766866;1.857762679;2.379895484;2.379906452;2.379900968;2.289018997;2.28901939;2.289019193;317.1410077;317.1411686;317.1410882;110.3678026;110.3680288;110.3679157;112.0903223;116.2837635;114.187017;106.6883555;106.6891037;106.6887296;102.8108297;107.6411321;105.2261793;-0.34335;-0.32819;-0.33577;-0.29289;-0.29289;-0.29289;288.5425;288.5433;288.5429;62.2909;62.2962;62.29355;0.84929;0.84929;0.84929;1.85588;1.85588;1.85588;-0.32398;-0.32398;-0.32398;1.95154;1.9557;1.95362;-0.56867;-0.56028;-0.564475;0.03475;0.0457;0.040225;0.23844;0.24329;0.240865;1.94884;1.94884;1.94884;-0.54975;-0.54975;-0.54975;0.04849;0.04849;0.04849;0.22293;0.22294;0.222935;42.23;42.23;42.23;56.49582837;59.95604887;58.22593862;54.57916951;60.63714233;57.60776798;49.97477216;56.97786257;53.47631737;45.84516305;50.443104;48.14413352;39.17244952;41.65390549;40.41310635;16.12783075;33.88706794;25.00744934;12.41698219;34.32127118;23.36835082;7.134748195;29.12396329;18.12935574;4.361195519;25.88326001;15.12222777;2.820172717;21.1245396;11.97221384;-0.22614;-0.09047;12.365;-0.2145;1.98724;-0.28784;1.96935;-0.29921;1.96074;-0.29214;1.95519;-0.31255;94.1164186;-0.19172;-0.05122;1.159;585.37;58.22593862;57.60776798;53.47631737;48.14413352;40.41310635
156;S_C5_Tunephos;-0.37286;-0.34783;-0.3603475;-0.31406;-0.31406;-0.31406;238.8428;238.8464;238.8446;124.541;124.5428;124.5419;1.20222;1.20222;1.20222;-0.426;-0.426;-0.426;1.77528;1.77528;1.77528;-0.42818;-0.42817;-0.428175;0.17502;0.17502;0.17502;0.60875;0.60877;0.60876;1.95436;1.95679;1.955575;-0.61165;-0.60405;-0.60785;0.06798;0.06995;0.0689625;0.21313;0.2163;0.2147175;1.94999;1.95008;1.950035;-0.5961;-0.5961;-0.5961;0.07827;0.07835;0.07831;0.20387;0.2039;0.203885;1.828350023;1.8370331;1.832691918;1.852051263;1.85205372;1.852052492;2.384320563;2.384345435;2.384332999;2.286429775;2.286436837;2.286433306;314.6924693;314.693855;314.6931621;111.9682524;111.9713559;111.9698041;112.2332608;116.7509753;114.4926252;106.0072869;106.0097683;106.0085276;102.4226464;106.2626644;104.3423173;-0.33491;-0.32598;-0.330445;-0.27741;-0.27741;-0.27741;292.7915;292.7939;292.7927;53.7196;53.734;53.7268;0.84348;0.84348;0.84348;1.86357;1.86357;1.86357;-0.32145;-0.32145;-0.32145;1.95106;1.955;1.95303;-0.56072;-0.55421;-0.557465;0.03566;0.045;0.04033;0.24459;0.24758;0.246085;1.9501;1.95011;1.950105;-0.54611;-0.54611;-0.54611;0.04534;0.04534;0.04534;0.23389;0.23389;0.23389;42.7;42.7;42.7;55.7397199;58.704559;57.22120828;54.43485817;59.25920179;56.84780585;49.45365961;55.80397969;52.62881965;45.05283686;49.80543335;47.42890834;37.868817;41.35105287;39.60993493;16.66418355;33.84982122;25.25514005;13.78250884;34.48575507;24.13490783;8.085522374;29.19176311;18.63864274;4.940813642;25.88144587;15.41090299;3.181660338;21.1569881;12.16903958;-0.22329;-0.07934;15.0798;-0.19793;1.98773;-0.28387;1.96901;-0.29541;1.96076;-0.28819;1.95389;-0.30918;94.46955031;-0.18565;-0.02835;4.1619;557.13;57.22120828;56.84780585;52.62881965;47.42890834;39.60993493
157;S_SDP;-0.37283;-0.33436;-0.3523425;-0.35274;-0.3473;-0.35002;222.7191;235.8165;229.2678;126.3628;145.0096;135.6862;1.17881;1.1939;1.186355;-0.40328;-0.39946;-0.40137;1.77682;1.78725;1.782035;-0.43402;-0.42566;-0.42984;0.17504;0.17547;0.175255;0.56077;0.6359;0.598335;1.95307;1.95574;1.9540825;-0.6137;-0.60373;-0.6078375;0.06467;0.07857;0.0705575;0.2034;0.21199;0.208175;1.94996;1.95045;1.950205;-0.59923;-0.59488;-0.597055;0.0668;0.09092;0.07886;0.19483;0.20207;0.19845;1.833292785;1.842639522;1.839248449;1.845510193;1.867827043;1.856668618;2.369061806;2.386641216;2.377851511;2.284084222;2.328213465;2.306148843;314.2312351;319.3434058;316.7873205;96.38957592;121.1319489;108.7607624;107.7926193;122.2325481;115.4278888;97.82338123;106.6360135;102.2296974;102.5067856;117.0821824;107.2788116;-0.33824;-0.31696;-0.3276125;-0.31763;-0.30933;-0.31348;285.7764;295.5961;290.68625;51.0556;92.4884;71.772;0.83854;0.83914;0.83884;1.86079;1.86902;1.864905;-0.33326;-0.31759;-0.325425;1.94921;1.95516;1.95187;-0.56447;-0.55171;-0.5588975;0.03984;0.04694;0.0421175;0.23391;0.24069;0.237615;1.94931;1.9556;1.952455;-0.55732;-0.54376;-0.55054;0.04563;0.04875;0.04719;0.21933;0.23136;0.225345;41.86;43.72;42.79;52.68548868;63.9749702;58.6403084;54.5031345;63.23940165;58.83790578;51.41354735;58.31651477;55.21644697;46.74361649;52.69944215;50.1464919;40.78975083;43.54701901;42.0719645;15.97139452;32.69517282;22.5249553;19.13599404;32.42815468;22.77713984;13.43224749;28.34032355;18.74191921;9.635811148;25.7970883;15.60524287;6.303547133;21.11770834;12.33284755;-0.22678;-0.07498;11.7959;-0.20355;1.98612;-0.28238;1.97007;-0.29262;1.96612;-0.28953;1.95215;-0.3142;96.50598233;-0.19075;-0.03415;2.0109;536.25;58.6403084;58.83790578;55.21644697;50.1464919;42.0719645
161;S-XYL_Garphos;-0.35262;-0.32361;-0.3381175;-0.28711;-0.2871;-0.287105;238.2194;238.2219;238.22065;126.9833;126.9873;126.9853;1.21198;1.21199;1.211985;-0.42351;-0.42351;-0.42351;1.77239;1.7724;1.772395;-0.41939;-0.41938;-0.419385;0.17711;0.17711;0.17711;0.62044;0.62049;0.620465;1.95421;1.95621;1.9552075;-0.60726;-0.59833;-0.602795;0.06712;0.06924;0.0681775;0.21984;0.22297;0.221405;1.94668;1.94668;1.94668;-0.58728;-0.58728;-0.58728;0.08067;0.08067;0.08067;0.21075;0.21075;0.21075;1.826732426;1.837117336;1.831924582;1.85153913;1.851542753;1.851540942;2.382871957;2.382881239;2.382876598;2.287368241;2.287370553;2.287369397;315.8726979;315.8730824;315.8728902;110.4161817;110.4210258;110.4186037;110.8297432;118.4578429;114.6432904;107.9764486;107.9785256;107.9774871;102.8251534;105.0699939;103.9477015;-0.31709;-0.30379;-0.31044;-0.24877;-0.24877;-0.24877;294.7315;294.7347;294.7331;54.1015;54.1038;54.10265;0.84698;0.84699;0.846985;1.86272;1.86272;1.86272;-0.31444;-0.31443;-0.314435;1.95255;1.95469;1.95362;-0.55591;-0.5495;-0.552705;0.03431;0.04481;0.03956;0.25036;0.25415;0.252255;1.94634;1.94634;1.94634;-0.5393;-0.5393;-0.5393;0.04784;0.04784;0.04784;0.23834;0.23835;0.238345;42.39;42.39;42.39;53.97422527;61.79603695;57.88419994;52.0265657;62.00111725;57.01384147;49.26287408;60.82904986;55.04734162;46.4470044;58.73055467;52.58945984;41.618326;52.3240523;46.97140263;11.41239571;34.56495828;22.988677;7.960399727;34.60989386;21.28514679;5.340418151;33.32912869;19.33595598;4.098145041;34.01424101;19.05687333;2.896455144;30.98262013;16.93911068;-0.21745;-0.07061;12.1261;-0.21095;1.98745;-0.27956;1.96913;-0.29167;1.95984;-0.28356;1.95538;-0.30307;94.3153431;-0.18076;-0.02124;1.502;661.86;57.88419994;57.01384147;55.04734162;52.58945984;46.97140263
162;S_MeO_BIPHEP-Xyl;-0.35218;-0.32848;-0.3403325;-0.31179;-0.31177;-0.31178;238.5199;238.535;238.52745;128.6548;128.6777;128.66625;1.21067;1.2107;1.210685;-0.42358;-0.42357;-0.423575;1.77368;1.77369;1.773685;-0.41975;-0.41974;-0.419745;0.17659;0.17659;0.17659;0.61902;0.61913;0.619075;1.95433;1.95619;1.95526;-0.60733;-0.59864;-0.602985;0.06748;0.06839;0.0679375;0.22086;0.2226;0.2217325;1.94808;1.94808;1.94808;-0.59014;-0.59013;-0.590135;0.08053;0.08054;0.080535;0.21055;0.21057;0.21056;1.826773016;1.835524765;1.831148729;1.850227736;1.850236797;1.850232266;2.383136788;2.383179426;2.383158107;2.288331313;2.288339839;2.288335576;316.1033204;316.1063201;316.1048203;110.7054469;110.7182194;110.7118331;110.815655;118.064643;114.4410062;107.680466;107.6838656;107.6821658;103.3132224;105.1101847;104.2113272;-0.31625;-0.30676;-0.3115075;-0.27366;-0.27365;-0.273655;296.907;296.911;296.909;51.9513;51.972;51.96165;0.84751;0.84752;0.847515;1.86169;1.8617;1.861695;-0.31411;-0.31411;-0.31411;1.95253;1.95459;1.95356;-0.55634;-0.54984;-0.5530925;0.03474;0.04411;0.0394275;0.25154;0.25377;0.252655;1.94794;1.94794;1.94794;-0.54135;-0.54134;-0.541345;0.0475;0.04751;0.047505;0.23892;0.23892;0.23892;42.31;42.31;42.31;54.51430274;61.65077473;58.08253874;52.58363851;61.8164608;57.20082552;49.7295891;60.22515846;54.9769796;47.135471;56.25515896;51.69610867;42.21349971;47.80944194;45.01296517;12.30631704;35.17580453;23.74292312;8.80144001;35.27713984;22.04394513;5.941156066;34.26413547;20.10303995;4.99705202;35.04195202;20.01927525;3.713929513;31.8729613;17.79515322;-0.21742;-0.07328;13.5871;-0.21207;1.9875;-0.27952;1.96907;-0.29174;1.96002;-0.28358;1.95488;-0.30303;94.64774397;-0.18077;-0.02152;2.9604;627.23;58.08253874;57.20082552;54.9769796;51.69610867;45.01296517
165;SS-Me-Duphos;-0.50869;-0.48221;-0.49545;-0.34132;-0.34132;-0.34132;174.3333;174.3334;174.33335;162.0153;162.0154;162.01535;1.18095;1.18095;1.18095;-0.47654;-0.47654;-0.47654;1.75915;1.75915;1.75915;-0.43689;-0.43689;-0.43689;0.17181;0.17181;0.17181;0.62591;0.62591;0.62591;1.95294;1.95325;1.953095;-0.57293;-0.57264;-0.572785;0.07972;0.08039;0.080055;0.15509;0.15651;0.1558;1.9594;1.9594;1.9594;-0.61709;-0.61709;-0.61709;0.08169;0.08169;0.08169;0.18636;0.18636;0.18636;1.875012172;1.878222935;1.876617545;1.846067742;1.846067861;1.846067802;2.403092459;2.403092515;2.403092487;2.244966439;2.244966479;2.244966459;311.1424756;311.1425114;311.1424935;108.3710688;108.3710691;108.3710689;116.5136067;119.8010325;118.1573117;95.8125237;95.81252625;95.81252498;106.1344137;109.1955739;107.6649843;-0.47901;-0.47848;-0.478745;-0.31029;-0.31029;-0.31029;304.1814;304.1828;304.1821;52.3502;52.351;52.3506;0.76085;0.76085;0.76085;1.92075;1.92075;1.92075;-0.33065;-0.33065;-0.33065;1.9519;1.95581;1.953855;-0.50739;-0.5029;-0.505145;0.04425;0.04771;0.04598;0.2066;0.20798;0.20729;1.96119;1.96119;1.96119;-0.55184;-0.55184;-0.55184;0.04288;0.04288;0.04288;0.22985;0.22985;0.22985;46.45;46.45;46.45;46.30140048;54.19025626;50.24582837;47.55756936;56.18521507;51.87139222;44.1700041;50.83015357;47.50027593;37.95546283;39.71245861;38.83407411;27.26584426;27.34981186;27.30797038;10.5557211;19.5545292;15.05512515;10.36248526;23.21705667;16.78977096;6.712181893;18.76005172;12.73651099;3.944850107;11.68579074;7.815320423;2.489425775;7.364669851;4.927047813;-0.23748;-0.06605;12.4437;-0.15421;1.98815;-0.2913;1.97202;-0.29782;1.95597;-0.32115;1.94281;-0.2954;88.11928603;-0.17234;-0.03121;1.7673;301.36;50.24582837;51.87139222;47.50027593;38.83407411;27.30797038
166;SS-ME-UCAP_DTBM;-0.509;-0.37468;-0.43611;-0.34327;-0.32797;-0.33562;177.4929;207.1847;192.3388;161.9406;175.1503;168.54545;1.17148;1.2268;1.19914;-0.47096;-0.46977;-0.470365;1.75512;1.76217;1.758645;-0.43952;-0.42452;-0.43202;0.17213;0.17927;0.1757;0.60131;0.66229;0.6318;1.95238;1.95634;1.95357;-0.61541;-0.56817;-0.5908175;0.07164;0.07984;0.0764075;0.15858;0.21582;0.186415;1.95238;1.95895;1.955665;-0.61428;-0.60862;-0.61145;0.07164;0.08152;0.07658;0.19121;0.21072;0.200965;1.818275477;1.877741859;1.848836286;1.844773886;1.845185047;1.844979466;2.39766626;2.404803148;2.401234704;2.249734616;2.255099326;2.252416971;311.0953462;315.4379963;313.2666712;108.4100989;108.7278343;108.5689666;112.6889687;119.1528147;116.9464089;95.85790512;104.2709318;100.0644185;103.9239879;109.4016988;106.6011264;-0.47933;-0.32989;-0.406575;-0.31573;-0.30545;-0.31059;298.7359;318.1903;308.4631;53.9876;59.726;56.8568;0.76331;0.84337;0.80334;1.86244;1.91589;1.889165;-0.33372;-0.31408;-0.3239;1.95266;1.95401;1.95317;-0.55694;-0.50414;-0.531755;0.04181;0.04907;0.045635;0.20402;0.25549;0.2290525;1.95201;1.96116;1.956585;-0.55363;-0.55349;-0.55356;0.0422;0.05084;0.04652;0.22877;0.23152;0.230145;41.9;46.57;44.235;45.57136472;54.61486889;50.40878278;46.58463162;56.53901061;52.86876978;43.16798587;56.04758601;51.33589291;37.49194975;54.34305411;46.51492131;27.47192067;51.96996522;39.15836004;10.72705602;19.52473182;14.65286055;10.58593508;29.06709701;19.34702998;6.420485005;34.5022232;19.96665195;3.711732958;33.53984308;18.41307996;2.341984368;31.34012285;16.59398963;-0.23297;-0.06667;12.5911;-0.1532;1.98724;-0.28764;1.97198;-0.29386;1.95533;-0.31584;1.94377;-0.29529;87.00990107;-0.17453;-0.0341;2.9694;593.87;50.40878278;52.86876978;51.33589291;46.51492131;39.15836004
167;SSR_Me_Kephos;-0.50872;-0.36331;-0.4322425;-0.36565;-0.35524;-0.360445;198.6046;229.7677;214.18615;100.6041;133.4786;117.04135;1.22111;1.23841;1.22976;-0.46133;-0.45428;-0.457805;1.85514;1.85824;1.85669;-0.42593;-0.42389;-0.42491;0.33923;0.33981;0.33952;0.4898;0.51734;0.50357;1.95085;1.95675;1.954205;-0.62073;-0.56544;-0.5927375;0.07493;0.08132;0.0789925;0.15912;0.20475;0.1833;1.94996;1.95324;1.9516;-0.6326;-0.63195;-0.632275;0.07341;0.07923;0.07632;0.21019;0.21332;0.211755;1.827739035;1.877975005;1.852711896;1.81999281;1.820427716;1.820210263;2.392843874;2.401157706;2.39700079;2.263039362;2.266968518;2.26500394;310.2485722;316.4983092;313.3734407;106.6395386;106.7934849;106.7165117;111.8226881;124.4109205;117.7683828;95.92238663;105.253043;100.5877148;104.9926012;107.2194534;106.392863;-0.48849;-0.32662;-0.4058275;-0.33161;-0.32603;-0.32882;300.7384;322.3906;311.5645;50.492;79.9413;65.21665;0.80931;0.87279;0.84105;1.8696;1.91228;1.89094;-0.33117;-0.31628;-0.323725;1.94955;1.95981;1.9536175;-0.56337;-0.50594;-0.5333975;0.04467;0.05068;0.0471475;0.21005;0.24441;0.227075;1.94929;1.95566;1.952475;-0.58103;-0.57642;-0.578725;0.04024;0.04419;0.042215;0.2435;0.24385;0.243675;41.56;45.73;43.645;47.32568534;57.39719905;52.14168653;48.33964372;59.55092794;54.84063683;45.38882407;57.27744316;52.08523856;38.53553449;51.84044628;45.61159236;26.72532064;43.84987163;35.24867217;8.37306317;21.99791418;15.64176103;7.870399106;22.58394885;17.86512321;5.988458264;19.65090978;14.59430482;3.875005669;13.80742891;10.55988934;2.434775678;10.32203708;7.366235348;-0.23529;-0.06899;12.2442;-0.14502;1.98725;-0.28917;1.9719;-0.29602;1.96004;-0.31004;1.94715;-0.30152;88.7367224;-0.18391;-0.02984;2.0011;417.13;52.14168653;54.84063683;52.08523856;45.61159236;35.24867217
168;SSRR-DuanPhos;-0.76281;-0.30251;-0.5326625;-0.54082;-0.5408;-0.54081;140.0666;140.0694;140.068;98.5685;98.5807;98.5746;1.23115;1.23118;1.231165;-0.45616;-0.45614;-0.45615;1.75762;1.75762;1.75762;-0.4322;-0.43219;-0.432195;0.17601;0.17601;0.17601;0.6562;0.65621;0.656205;1.94378;1.96092;1.95235;-0.58778;-0.58325;-0.5855175;0.05991;0.09291;0.07641;0.14277;0.16851;0.1556425;1.95123;1.95123;1.95123;-0.5654;-0.56539;-0.565395;0.08779;0.08779;0.08779;0.14775;0.14776;0.147755;1.855192947;1.892851695;1.874022171;1.899757206;1.899779902;1.899768554;2.394744984;2.39477638;2.394760682;2.254264275;2.2542756;2.254269937;314.5335412;314.5351462;314.5343437;108.8107792;108.8110828;108.810931;114.8709552;116.4140686;115.6422202;109.3422785;109.343361;109.3428198;94.14188323;111.049902;102.595762;-0.73529;-0.28689;-0.5110925;-0.51348;-0.51347;-0.513475;269.8589;269.8596;269.85925;134.314;134.3238;134.3189;0.80288;0.8029;0.80289;1.9211;1.9211;1.9211;-0.33878;-0.33877;-0.338775;1.94397;1.96252;1.953245;-0.52254;-0.50744;-0.51499;0.02614;0.05435;0.0402425;0.19215;0.21524;0.203695;1.95562;1.95562;1.95562;-0.50093;-0.50091;-0.50092;0.0444;0.0444;0.0444;0.19031;0.19032;0.190315;48.24;48.24;48.24;46.94949344;60.47750298;53.71070471;47.72670846;62.47905158;55.10365589;45.19803854;58.30468922;51.7509697;37.71418205;49.36278289;43.53768878;28.69414732;35.43318741;32.06352505;8.455005959;24.98510131;16.71632896;8.02557259;27.54639687;17.78598473;4.827977673;20.99744568;12.91271168;2.810104767;13.79291578;8.299922899;1.769296892;8.712705578;5.240289646;-0.23488;-0.06295;11.9454;-0.186;1.98834;-0.29103;1.97328;-0.29655;1.95132;-0.31868;1.94315;-0.29354;88.43767015;-0.17397;-0.02497;1.0501;357.29;53.71070471;55.10365589;51.7509697;43.53768878;32.06352505
